City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,murzuq,25.9155,13.9184,104.29,10,58,14.25,LY,1690197308
268,richards bay,-28.783,32.0377,61.03,84,100,12.82,ZA,1690197308
269,cam ranh,11.9214,109.1591,78.76,94,75,4.61,VN,1690197308
270,yuzhno-kurilsk,44.0306,145.8556,61.54,99,100,6.91,RU,1690197308
271,mandra,38.0667,23.5,99.91,24,20,5.75,GR,1690197308
272,alo,7.4178,6.7371,74.64,96,100,1.59,NG,1690197308
273,saint-pierre,-21.3393,55.4781,76.68,73,0,23.02,RE,1690197309
274,ketchikan,55.3422,-131.6461,55.87,94,0,11.5,US,1690197309
275,cidreira,-30.1811,-50.2056,62.8,88,99,7.56,BR,1690197105
276,egilsstadir,65.2653,-14.3948,48.11,93,75,9.22,IS,1690197309
277,hithadhoo,-0.6,73.0833,83.39,77,96,13.35,MV,1690197309
278,zeya,53.75,127.2667,70.16,68,100,4.25,RU,1690197309
279,forio,40.7342,13.8646,98.78,75,1,12.26,IT,1690197309
280,maitum,6.0392,124.4986,78.89,82,92,3.27,PH,1690197310
281,zapolyarnyy,69.4154,30.8136,47.48,96,100,9.62,RU,1690197310
282,porto novo,6.4965,2.6036,76.59,86,100,6.51,BJ,1690197310
283,sao joao da barra,-21.6403,-41.0511,71.69,79,65,9.19,BR,1690197310
284,forbes,-33.3833,148.0167,45.91,82,1,6.91,AU,1690197310
285,fort stockton,30.894,-102.8793,77.16,60,0,1.01,US,1690197311
286,pontes e lacerda,-15.2261,-59.3353,65.01,51,0,2.13,BR,1690197311
287,katerini,40.2719,22.5025,92.71,68,0,14.76,GR,1690197311
288,madisonville,37.3281,-87.4989,70.88,89,0,6.42,US,1690197164
289,chai badan,15.2,101.1333,83.7,78,100,5.44,TH,1690197312
290,el bauga,18.262,33.9081,108.1,8,46,8.93,SD,1690197312
291,joinville,-26.3044,-48.8456,58.91,100,100,0.0,BR,1690197312
292,caleta de carquin,-11.0925,-77.6267,65.7,86,59,8.21,PE,1690197312
293,franklin,39.9667,-83.0166,64.04,97,0,3.44,US,1690197313
294,homestead meadows south,31.811,-106.1643,84.36,40,2,4.76,US,1690197314
295,oriximina,-1.7656,-55.8661,79.72,61,75,2.19,BR,1690197314
296,kuanda,56.3161,116.0806,77.2,58,41,1.01,RU,1690197314
297,kangding,30.0513,101.9603,63.75,97,100,5.3,CN,1690197314
298,aykhal,66.0,111.5,64.51,69,80,11.01,RU,1690197314
299,sinan,34.8262,126.1086,75.02,94,97,15.41,KR,1690197172
300,dunedin,-45.8742,170.5036,48.79,95,47,3.0,NZ,1690197267
301,new norfolk,-42.7826,147.0587,53.1,77,81,5.35,AU,1690197315
302,kapa'a,22.0752,-159.319,79.12,89,100,16.11,US,1690197140
303,novo aripuana,-5.1206,-60.3797,70.97,66,1,1.7,BR,1690197315
304,prince rupert,54.3161,-130.3201,56.89,98,0,10.36,CA,1690197315
305,dryden,49.7833,-92.7503,55.69,76,0,0.0,CA,1690197315
306,san antonio de pale,-1.4014,5.6325,73.18,81,95,9.24,GQ,1690197234
307,chonchi,-42.6128,-73.8092,41.13,96,100,8.66,CL,1690197315
308,the pas,53.8251,-101.2541,53.62,87,0,2.3,CA,1690197316
309,pedregal,8.3667,-82.4333,80.2,92,40,3.0,PA,1690197316
310,mejit,10.2753,170.8646,82.85,76,36,19.44,MH,1690197316
311,bilibino,68.0546,166.4372,51.64,87,100,3.13,RU,1690197316
312,lauro de freitas,-12.8944,-38.3272,80.62,69,40,12.66,BR,1690197300
313,ahar,38.4774,47.0699,87.66,28,1,13.76,IR,1690197316
314,roma,43.2128,-75.4557,64.63,95,0,4.61,US,1690197228
315,atherton,53.5237,-2.4935,64.47,69,37,3.0,GB,1690197317
316,wunsiedel,50.0333,12.0167,74.7,75,98,8.99,DE,1690197317
317,iquitos,-3.7481,-73.2472,73.44,94,75,0.0,PE,1690197270
318,buala,-8.145,159.5921,78.53,87,100,6.26,SB,1690197317
319,porto franco,-6.3383,-47.3992,76.95,37,31,4.88,BR,1690197317
320,kalianget,-7.05,113.9333,79.23,76,4,9.17,ID,1690197317
321,revelstoke,50.9832,-118.2023,59.02,77,0,0.0,CA,1690197317
322,kalymnos,36.95,26.9833,98.13,30,0,21.85,GR,1690197317
323,camarinas,43.1311,-9.1817,65.93,74,75,8.14,ES,1690197318
324,kone,-21.0595,164.8658,62.71,76,41,4.72,NC,1690197318
325,tawau,4.2498,117.8871,80.73,84,98,5.99,MY,1690197318
326,guerrero negro,27.9769,-114.0611,67.19,83,99,7.78,MX,1690197318
327,bojnurd,37.4747,57.329,93.74,12,0,15.08,IR,1690197318
328,plastun,44.7561,136.2939,66.88,99,100,1.52,RU,1690197318
329,jiuquan,39.7432,98.5174,95.09,10,5,7.61,CN,1690197318
330,revda,56.801,59.9303,70.84,51,98,5.57,RU,1690197319
331,jinchang,38.4953,102.1739,92.46,12,55,15.3,CN,1690197319
332,klaksvik,62.2266,-6.589,49.12,84,91,9.89,FO,1690197319
333,barra do garcas,-15.89,-52.2567,68.45,48,0,1.81,BR,1690197319
334,hamilton,39.1834,-84.5333,67.77,91,20,5.75,US,1690197319
335,rondonopolis,-16.4708,-54.6356,67.95,51,0,2.08,BR,1690197319
336,motueka,-41.1333,173.0167,49.1,91,53,4.14,NZ,1690197320
337,george town,5.4112,100.3354,89.55,66,20,6.91,MY,1690197313
338,ola,59.5833,151.2833,61.14,65,2,6.38,RU,1690197320
339,kailua-kona,19.6406,-155.9956,83.59,97,100,1.01,US,1690197208
340,playa del ingles,27.7567,-15.5787,78.55,69,13,5.99,ES,1690197309
341,noumea,-22.2763,166.4572,58.98,74,10,6.73,NC,1690197050
342,dhuusamarreeb,5.535,46.3861,94.55,29,40,25.21,SO,1690197320
343,krasavino,60.9614,46.4814,61.39,92,100,5.55,RU,1690197321
344,riti,7.9167,9.6167,85.08,64,90,8.86,NG,1690197321
345,francistown,-21.17,27.5079,80.89,14,32,3.98,BW,1690197321
346,tukums,56.9669,23.1553,60.15,83,97,2.04,LV,1690197321
347,nanao,37.05,136.9667,84.31,82,8,3.42,JP,1690197321
348,la ronge,55.1001,-105.2842,53.85,94,40,2.3,CA,1690197321
349,mersing,2.4312,103.8405,87.71,66,20,6.91,MY,1690197321
350,crane,31.3974,-102.3501,77.59,59,0,10.11,US,1690197322
351,kolwezi,-10.7148,25.4667,80.31,24,0,6.17,CD,1690197322
352,panacan,9.2463,118.4082,80.31,81,100,7.49,PH,1690197322
353,sur,22.5667,59.5289,82.62,72,100,4.29,OM,1690197322
354,tazovsky,67.4667,78.7,66.36,68,12,5.91,RU,1690197322
355,rabaul,-4.1967,152.1721,79.88,80,51,16.24,PG,1690197322
356,saldanha,-33.0117,17.9442,55.56,53,3,8.52,ZA,1690197323
357,buncrana,55.1333,-7.45,58.77,73,100,10.83,IE,1690197323
358,tasqala,51.1167,50.3167,79.57,45,98,6.35,KZ,1690197323
359,taulaga,-11.0553,-171.0883,83.34,75,9,15.21,AS,1690197323
360,brunico,46.7958,11.9364,67.95,73,100,0.36,IT,1690197323
361,boa vista,2.8197,-60.6733,75.18,94,75,1.14,BR,1690197323
